"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,NA,NA,NA,NA
1960,NA,NA,NA,NA
1961,NA,NA,NA,NA
1963,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,NA,NA,NA,NA
2016,NA,NA,NA,NA
2017,24.1,28.3,17.8,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
