"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,11.8,16.3,7.7,NA,11,98,24,3,127,0,0
1947,9.8,14.1,5.9,NA,10.7,121,34,8,154,0,0
1948,11.9,16.7,7.6,NA,8.3,105,18,3,104,0,0
1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,13.7,19.6,8.7,NA,6.5,106,16,7,47,0,0
1952,12.09,16.82,7.83,938.07,10.83,114.1,36.4,7.6,82.4,0,0.2
1953,12.3818181818182,17.1,7.91818181818182,1235.005,10.8636363636364,115.363636363636,22.8181818181818,8.36363636363636,102.272727272727,0,0.181818181818182
1954,12.5416666666667,17.2,7.70833333333333,1358.165,10.075,120.75,19.75,6.08333333333333,97.1666666666667,0,0
1955,12.6928571428571,17.55,7.78571428571429,1110.4125,9.96428571428571,108.214285714286,19.6428571428571,3.64285714285714,96.6428571428571,0,0.0714285714285714
1956,11.5461538461538,16.3,6.51538461538462,1494.0675,9.19230769230769,114.692307692308,33.9230769230769,8.53846153846154,86.5384615384615,0,0.0769230769230769
1957,11.5875,16.50625,6.4,1083.7175,9.2375,104.25,30.375,5.375,86.4375,0,0
1958,12.5647058823529,17.4352941176471,7.41176470588235,1382.81,9,108.294117647059,19.2941176470588,3.94117647058824,75.8235294117647,0,0.117647058823529
1959,13.0125,17.6875,8.16875,1507.2,9.41875,109.875,14.6875,7.5625,62.5,0,0.0625
1960,12.85,17.69375,7.90625,977.48,9.4375,99.8125,20.375,4.8125,66.125,0,0.125
1961,13.0470588235294,17.7176470588235,8.18235294117647,1378.67,8.96470588235294,111.411764705882,22.1176470588235,4.88235294117647,84.0588235294118,0,0
1962,12.2941176470588,17.0882352941176,7.15294117647059,1498.86666666667,9.75294117647059,99.7647058823529,28.5882352941176,5.76470588235294,94.4117647058823,0,0
1963,11.6944444444444,16.4888888888889,6.62222222222222,1987.47333333333,9.02222222222222,114.444444444444,29.7777777777778,10.6111111111111,107.166666666667,0,0.111111111111111
