"","Year","Country","Month","Temperature","Rain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,"Finland","Jan",-6.3439,28.3344,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"2",1901,"Finland","Feb",-14.681,26.5111,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"3",1901,"Finland","Mar",-7.4359,15.1533,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"4",1901,"Finland","Apr",0.37737,30.8042,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"5",1901,"Finland","May",6.06444,16.9959,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"6",1901,"Finland","Jun",14.2334,46.6053,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"7",1901,"Finland","Jul",17.6312,37.9178,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"8",1901,"Finland","Aug",14.3134,43.1522,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"9",1901,"Finland","Sep",9.4724,19.8159,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"10",1901,"Finland","Oct",5.50534,45.512,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"11",1901,"Finland","Nov",-6.9424,39.2367,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"12",1901,"Finland","Dec",-13.738,29.6627,1.53802916666667,17.6312,-14.681,379.7015,NA,NA,NA,NA,NA,NA,NA
"13",1902,"Finland","Jan",-13.602,39.5917,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"14",1902,"Finland","Feb",-11.827,20.2206,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"15",1902,"Finland","Mar",-10.087,32.8566,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"16",1902,"Finland","Apr",-3.4704,4.45222,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"17",1902,"Finland","May",4.09089,33.9665,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"18",1902,"Finland","Jun",9.09097,56.0483,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"19",1902,"Finland","Jul",11.8434,96.7699,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"20",1902,"Finland","Aug",11.3419,89.3264,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"21",1902,"Finland","Sep",6.25027,81.8844,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"22",1902,"Finland","Oct",-1.4719,36.3704,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"23",1902,"Finland","Nov",-5.3652,29.3996,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"24",1902,"Finland","Dec",-9.2094,19.9223,-1.0346225,11.8434,-13.602,540.80892,NA,NA,NA,NA,NA,NA,NA
"25",1903,"Finland","Jan",-10.729,31.2983,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"26",1903,"Finland","Feb",-6.7971,32.6335,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"27",1903,"Finland","Mar",-2.3776,25.6577,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"28",1903,"Finland","Apr",0.44687,39.2088,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"29",1903,"Finland","May",6.51225,29.3975,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"30",1903,"Finland","Jun",12.0481,50.7413,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"31",1903,"Finland","Jul",12.9802,82.4799,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"32",1903,"Finland","Aug",12.3256,105.177,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"33",1903,"Finland","Sep",8.17795,45.195,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"34",1903,"Finland","Oct",-2.0663,49.3543,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"35",1903,"Finland","Nov",-3.5665,41.1865,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"36",1903,"Finland","Dec",-6.1872,20.8992,1.73060583333333,12.9802,-10.729,553.229,NA,NA,NA,NA,NA,NA,NA
"37",1904,"Finland","Jan",-5.8498,20.3003,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"38",1904,"Finland","Feb",-13.979,24.2559,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"39",1904,"Finland","Mar",-7.3801,14.2166,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"40",1904,"Finland","Apr",0.71247,38.4833,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"41",1904,"Finland","May",4.69468,46.6409,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"42",1904,"Finland","Jun",10.7329,56.6617,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"43",1904,"Finland","Jul",12.5475,51.7754,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"44",1904,"Finland","Aug",11.7652,87.7929,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"45",1904,"Finland","Sep",8.12115,27.886,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"46",1904,"Finland","Oct",3.25428,41.9661,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"47",1904,"Finland","Nov",-7.5067,38.4977,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"48",1904,"Finland","Dec",-12.337,44.137,0.397965,12.5475,-13.979,492.6138,NA,NA,NA,NA,NA,NA,NA
"49",1905,"Finland","Jan",-11.891,32.2778,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"50",1905,"Finland","Feb",-9.1538,22.6437,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"51",1905,"Finland","Mar",-4.9599,25.4478,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"52",1905,"Finland","Apr",-1.4231,34.5535,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"53",1905,"Finland","May",7.136,27.3488,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"54",1905,"Finland","Jun",13.6236,43.3262,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"55",1905,"Finland","Jul",14.6458,85.0776,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"56",1905,"Finland","Aug",12.1434,78.7856,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"57",1905,"Finland","Sep",7.25395,57.8468,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"58",1905,"Finland","Oct",-0.5359,50.1198,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"59",1905,"Finland","Nov",-4.1319,37.9914,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"60",1905,"Finland","Dec",-6.6504,22.0295,1.3380625,14.6458,-11.891,517.4485,NA,NA,NA,NA,NA,NA,NA
"61",1906,"Finland","Jan",-7.4408,38.0228,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"62",1906,"Finland","Feb",-8.2203,30.9531,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"63",1906,"Finland","Mar",-9.2684,32.1892,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"64",1906,"Finland","Apr",1.49591,31.509,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"65",1906,"Finland","May",8.25179,44.7235,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"66",1906,"Finland","Jun",12.7721,41.6577,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"67",1906,"Finland","Jul",15.8902,52.9351,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"68",1906,"Finland","Aug",11.0249,69.2591,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"69",1906,"Finland","Sep",6.61539,27.4317,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"70",1906,"Finland","Oct",1.68315,27.0497,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"71",1906,"Finland","Nov",-4.0186,45.8289,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"72",1906,"Finland","Dec",-7.9136,38.9065,1.73931166666667,15.8902,-9.2684,480.4663,NA,NA,NA,NA,NA,NA,NA
"73",1907,"Finland","Jan",-14.41,28.0184,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"74",1907,"Finland","Feb",-8.0306,30.0826,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"75",1907,"Finland","Mar",-3.7953,17.9063,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"76",1907,"Finland","Apr",0.47075,21.8546,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"77",1907,"Finland","May",4.02209,38.7107,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"78",1907,"Finland","Jun",12.7009,70.2195,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
"79",1907,"Finland","Jul",14.2231,70.71,0.954263333333334,14.2231,-14.41,477.2855,NA,NA,NA,NA,NA,NA,NA
