"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1943,NA,NA,NA,NA
1944,24.45,30.5,19.7,NA
1945,24,29.7,19.4,NA
1946,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,25.55,30.925,21.05,1861.3925
1959,24.8,29.95,20.35,2160.71
1960,25.45,31.15,20.45,1309.035
1961,25.4333333333333,30,20.9,1486.54
1962,25.5333333333333,30.3666666666667,20.5333333333333,1451.25
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,26.55,29.95,23.1,2848.07
2009,26.7,30.3,23,3353.82
2010,26.8,30.3,23.2,2465.3
2011,26.1,29.5,22.4,3094.98
2012,26.5,30.45,22.8,NA
2013,26.35,30.3,22.55,2540.75
2014,26.7,30.75,22.65,3556.01
2015,26.65,30.65,22.75,3715.22
2016,27.1,31,23.3,NA
2017,26.75,30.8,22.75,3735.04
2018,26.55,30.95,22.25,NA
2019,NA,NA,NA,NA
